image_path,label,class_name,full_path
Abstract_Expressionism/milton-resnick_untitled-1982.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/milton-resnick_untitled-1982.jpg
Abstract_Expressionism/sam-gilliam_manet-ii-1999.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-gilliam_manet-ii-1999.jpg
Abstract_Expressionism/mark-tobey_reclining-figure-of-a-horse-1964.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-tobey_reclining-figure-of-a-horse-1964.jpg
Abstract_Expressionism/helen-frankenthaler_mary-mary-1987.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/helen-frankenthaler_mary-mary-1987.jpg
Abstract_Expressionism/jimmy-ernst_silence-at-sharpeville-1962.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jimmy-ernst_silence-at-sharpeville-1962.jpg
Abstract_Expressionism/clyfford-still_1945-h-1945.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/clyfford-still_1945-h-1945.jpg
Abstract_Expressionism/jimmy-ernst_hieroglyphics-1969.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jimmy-ernst_hieroglyphics-1969.jpg
Abstract_Expressionism/joan-miro_femme-iii.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/joan-miro_femme-iii.jpg
Abstract_Expressionism/louis-schanker_football-3-1950.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/louis-schanker_football-3-1950.jpg
Abstract_Expressionism/jimmy-ernst_lumiere-1968.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jimmy-ernst_lumiere-1968.jpg
Abstract_Expressionism/willem-de-kooning_woman-sag-harbour.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/willem-de-kooning_woman-sag-harbour.jpg
Abstract_Expressionism/manabu-mabe_untitled-1970.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/manabu-mabe_untitled-1970.jpg
Abstract_Expressionism/mark-tobey_untitled-sumi-1957.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-tobey_untitled-sumi-1957.jpg
Abstract_Expressionism/salvador-dali_the-dalinian-senyera-catalonian-national-flag.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/salvador-dali_the-dalinian-senyera-catalonian-national-flag.jpg
Abstract_Expressionism/atsuko-tanaka_untitled-1.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/atsuko-tanaka_untitled-1.jpg
Abstract_Expressionism/conrad-marca-relli_untitled.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/conrad-marca-relli_untitled.jpg
Abstract_Expressionism/rodolfo-arico_poligonale-orfico-1988.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/rodolfo-arico_poligonale-orfico-1988.jpg
Abstract_Expressionism/richard-pousette-dart_golden-dawn-1952.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-pousette-dart_golden-dawn-1952.jpg
Abstract_Expressionism/jackson-pollock_moon-woman-1942(1).jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jackson-pollock_moon-woman-1942(1).jpg
Abstract_Expressionism/abidin-dino_unknown-title-8.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/abidin-dino_unknown-title-8.jpg
Abstract_Expressionism/frank-lobdell_17-february-1948-1948.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/frank-lobdell_17-february-1948-1948.jpg
Abstract_Expressionism/helen-frankenthaler_viewpoint-ii-1979.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/helen-frankenthaler_viewpoint-ii-1979.jpg
Abstract_Expressionism/sam-francis_untitled-1978-1.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_untitled-1978-1.jpg
Abstract_Expressionism/hassel-smith_sebastopol-autumn-1961.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/hassel-smith_sebastopol-autumn-1961.jpg
Abstract_Expressionism/willem-de-kooning_easter-monday.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/willem-de-kooning_easter-monday.jpg
Abstract_Expressionism/richard-tuttle_waferboard-3-1996.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-tuttle_waferboard-3-1996.jpg
Abstract_Expressionism/kenzo-okada_lemon-yellow-1950.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/kenzo-okada_lemon-yellow-1950.jpg
Abstract_Expressionism/cy-twombly_untitled-7.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/cy-twombly_untitled-7.jpg
Abstract_Expressionism/jay-defeo_untitled-jewelry-series-1976.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jay-defeo_untitled-jewelry-series-1976.jpg
Abstract_Expressionism/theodoros-stamos_byzantium-iii-1958.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/theodoros-stamos_byzantium-iii-1958.jpg
Abstract_Expressionism/rafa-nasiri_untitled-024-1979.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/rafa-nasiri_untitled-024-1979.jpg
Abstract_Expressionism/william-baziotes_opalescent-1962.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/william-baziotes_opalescent-1962.jpg
Abstract_Expressionism/atsuko-tanaka_untitled-1999.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/atsuko-tanaka_untitled-1999.jpg
Abstract_Expressionism/cy-twombly_iii-notes-from-salalah-note-i-2007.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/cy-twombly_iii-notes-from-salalah-note-i-2007.jpg
Abstract_Expressionism/jimmy-ernst_science-fiction-1948.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jimmy-ernst_science-fiction-1948.jpg
Abstract_Expressionism/salvador-dali_iesu-transfigurato-mark-9-4f-1964.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/salvador-dali_iesu-transfigurato-mark-9-4f-1964.jpg
Abstract_Expressionism/john-ferren_blue-green-ground-1961.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/john-ferren_blue-green-ground-1961.jpg
Abstract_Expressionism/richard-pousette-dart_number-1-1951.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-pousette-dart_number-1-1951.jpg
Abstract_Expressionism/paul-jenkins_not_detected_235708.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-jenkins_not_detected_235708.jpg
Abstract_Expressionism/sam-francis_pioggia-d-oro-golden-rain-1988.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_pioggia-d-oro-golden-rain-1988.jpg
Abstract_Expressionism/perle-fine_charcoal-red-winter-1960.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/perle-fine_charcoal-red-winter-1960.jpg
Abstract_Expressionism/frank-stella_and-the-holy-one-blessed-be-he-1984.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/frank-stella_and-the-holy-one-blessed-be-he-1984.jpg
Abstract_Expressionism/gerhard-richter_dark.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/gerhard-richter_dark.jpg
Abstract_Expressionism/richard-pousette-dart_bird-in-the-spring-1992.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-pousette-dart_bird-in-the-spring-1992.jpg
Abstract_Expressionism/horia-bernea_simeze.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/horia-bernea_simeze.jpg
Abstract_Expressionism/brice-marden_post-calligraphic-drawing-1998.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/brice-marden_post-calligraphic-drawing-1998.jpg
Abstract_Expressionism/richard-tuttle_20-pearls-1-2003.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-tuttle_20-pearls-1-2003.jpg
Abstract_Expressionism/edward-corbett_untitled-1950.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/edward-corbett_untitled-1950.jpg
Abstract_Expressionism/mark-rothko_not_detected_242115.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-rothko_not_detected_242115.jpg
Abstract_Expressionism/taro-yamamoto_untitled-1970.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/taro-yamamoto_untitled-1970.jpg
Abstract_Expressionism/kenzo-okada_points-no-19-1954.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/kenzo-okada_points-no-19-1954.jpg
Abstract_Expressionism/paul-jenkins_not_detected_235695.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-jenkins_not_detected_235695.jpg
Abstract_Expressionism/bradley-walker-tomlin_number-3-1948.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/bradley-walker-tomlin_number-3-1948.jpg
Abstract_Expressionism/frank-bowling_greenacross-i-2009.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/frank-bowling_greenacross-i-2009.jpg
Abstract_Expressionism/mark-tobey_mon-1959.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-tobey_mon-1959.jpg
Abstract_Expressionism/blinky-palermo_ohne-titel-1964.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/blinky-palermo_ohne-titel-1964.jpg
Abstract_Expressionism/paul-jenkins_phenomena-tarot-over.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-jenkins_phenomena-tarot-over.jpg
Abstract_Expressionism/esteban-vicente_blue-red-black-and-white-1961.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/esteban-vicente_blue-red-black-and-white-1961.jpg
Abstract_Expressionism/sam-francis_untitled-monotype-with-woodcut.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_untitled-monotype-with-woodcut.jpg
Abstract_Expressionism/john-hoyland_jade-buddha-23-07-08-2008.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/john-hoyland_jade-buddha-23-07-08-2008.jpg
Abstract_Expressionism/abidin-dino_antibes-1961-1.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/abidin-dino_antibes-1961-1.jpg
Abstract_Expressionism/mark-tobey_louvre-1961.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-tobey_louvre-1961.jpg
Abstract_Expressionism/ralph-rosenborg_landscape-with-weeds-spain-1962.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/ralph-rosenborg_landscape-with-weeds-spain-1962.jpg
Abstract_Expressionism/brice-marden_nevisian-triptych-2008.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/brice-marden_nevisian-triptych-2008.jpg
Abstract_Expressionism/esteban-vicente_divertimento-1995-1.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/esteban-vicente_divertimento-1995-1.jpg
Abstract_Expressionism/sam-francis_taches-untitled-1972.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_taches-untitled-1972.jpg
Abstract_Expressionism/paul-jenkins_untitled.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-jenkins_untitled.jpg
Abstract_Expressionism/perle-fine_prescience-no-11-1951.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/perle-fine_prescience-no-11-1951.jpg
Abstract_Expressionism/milton-resnick_ulysses-1991.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/milton-resnick_ulysses-1991.jpg
Abstract_Expressionism/paul-reed_parsee-1998.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-reed_parsee-1998.jpg
Abstract_Expressionism/jackson-pollock_the-tea-cup(1).jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/jackson-pollock_the-tea-cup(1).jpg
Abstract_Expressionism/joan-mitchell_posted-1977.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/joan-mitchell_posted-1977.jpg
Abstract_Expressionism/john-hoyland_trickster-1979.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/john-hoyland_trickster-1979.jpg
Abstract_Expressionism/sam-francis_untitled-sf-61-012-1961.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_untitled-sf-61-012-1961.jpg
Abstract_Expressionism/theodoros-stamos_edge-of-white-dawn-1-1982.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/theodoros-stamos_edge-of-white-dawn-1-1982.jpg
Abstract_Expressionism/raoul-ubac_eglise-de-varengeville-sur-mer.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/raoul-ubac_eglise-de-varengeville-sur-mer.jpg
Abstract_Expressionism/paul-jenkins_not_detected_235698.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-jenkins_not_detected_235698.jpg
Abstract_Expressionism/theodoros-stamos_classic-boundaries-iv-1962.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/theodoros-stamos_classic-boundaries-iv-1962.jpg
Abstract_Expressionism/julio-pomar_belle-isle-en-mer-1976.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/julio-pomar_belle-isle-en-mer-1976.jpg
Abstract_Expressionism/richard-pousette-dart_the-center-1943.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-pousette-dart_the-center-1943.jpg
Abstract_Expressionism/paul-reed_28-1963.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/paul-reed_28-1963.jpg
Abstract_Expressionism/clyfford-still_1947-r-no-1-1947.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/clyfford-still_1947-r-no-1-1947.jpg
Abstract_Expressionism/aki-kuroda_cosmogarden-2011.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/aki-kuroda_cosmogarden-2011.jpg
Abstract_Expressionism/helen-frankenthaler_untitled-1980.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/helen-frankenthaler_untitled-1980.jpg
Abstract_Expressionism/mark-tobey_carnival-1954.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/mark-tobey_carnival-1954.jpg
Abstract_Expressionism/brett-whiteley_nude-at-basin-1963.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/brett-whiteley_nude-at-basin-1963.jpg
Abstract_Expressionism/sam-gilliam_time-before-history-1994.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-gilliam_time-before-history-1994.jpg
Abstract_Expressionism/hans-hofmann_the-conjurer-1959.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/hans-hofmann_the-conjurer-1959.jpg
Abstract_Expressionism/sam-francis_indigo-wood-1982.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/sam-francis_indigo-wood-1982.jpg
Abstract_Expressionism/john-hoyland_green-sea-moon-2006.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/john-hoyland_green-sea-moon-2006.jpg
Abstract_Expressionism/howard-hodgkin_patrick-caulfield-in-italy-1992.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/howard-hodgkin_patrick-caulfield-in-italy-1992.jpg
Abstract_Expressionism/helen-frankenthaler_painted-on-21st-street-1951.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/helen-frankenthaler_painted-on-21st-street-1951.jpg
Abstract_Expressionism/richard-diebenkorn_berkeley-no-58.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/richard-diebenkorn_berkeley-no-58.jpg
Abstract_Expressionism/manabu-mabe_miragem.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/manabu-mabe_miragem.jpg
Abstract_Expressionism/hedda-sterne_further-i-1989.jpg,0,0 Abstract_Expressionism,/Users/Avneet/projects/GSOC 2026/assignment/datasets/wikiart_images/wikiart/Abstract_Expressionism/hedda-sterne_further-i-1989.jpg
